edit_index,doc_name,node_ix_src,node_ix_tgt,text_src,text_tgt,a,b,c,gold,node_type_src,node_type_tgt,parent_node_src,parent_node_tgt,s_index
643,3-ARR,"3-ARR_v2_5@6==179,184","3-ARR_v1_5@3==179,184",,,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,3-ARR_v2_5@6,3-ARR_v1_5@3,3073
644,3-ARR,"3-ARR_v2_5@7==31,34","3-ARR_v1_5@4==31,34",{3},[3],"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,3-ARR_v2_5@7,3-ARR_v1_5@4,3074
645,3-ARR,"3-ARR_v2_10@1==87,111","3-ARR_v1_9@2==87,102",manually design features,design features,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,3-ARR_v2_10@1,3-ARR_v1_9@2,3075
646,3-ARR,"3-ARR_v2_11@0==112,147","3-ARR_v1_10@0==112,151",the interactions of entity mentions,the interactions across entity mentions,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,3-ARR_v2_11@0,3-ARR_v1_10@0,3076
647,3-ARR,"3-ARR_v2_16@0==28,75","3-ARR_v1_15@0==28,71",the formulation of document relation extraction,formulation of document relation extraction,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,3-ARR_v2_16@0,3-ARR_v1_15@0,3077
648,3-ARR,"3-ARR_v2_16@1==114,133","3-ARR_v1_15@1==114,134",is a sequence words,are a sequence words,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,3-ARR_v2_16@1,3-ARR_v1_15@1,3078
649,3-ARR,"3-ARR_v2_16@2==20,57","3-ARR_v1_15@2==0,38",the document D is typically annotated,"Typically, the document D is annotated","Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,3-ARR_v2_16@2,3-ARR_v1_15@2,3079
650,30-ARR,,"30-ARR_v1_63@1==266,280",,", respectively","Delete,Clarity","Delete,Clarity","Delete,Clarity","Delete,Clarity",ss,ss,,30-ARR_v1_63@1,3122
651,30-ARR,,"30-ARR_v1_2@1==84,126",,", acting like a sensible ""inductive bias"",","Delete,Clarity","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,30-ARR_v1_2@1,3126
652,30-ARR,"30-ARR_v2_23@0==73,104",,involved in Section 3.1 and 3.3,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Clarity","Add,Fact/Evidence",ss,ss,30-ARR_v2_23@0,,3101
653,30-ARR,"30-ARR_v2_4@1==133,137",,that,,"Add,Grammar","Add,Clarity","Add,Grammar","Add,Grammar",ss,ss,30-ARR_v2_4@1,,3103
654,30-ARR,"30-ARR_v2_37@0==36,65",,takes advantage of invariance,,"Add,Claim","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,30-ARR_v2_37@0,,3110
655,30-ARR,"30-ARR_v2_51@2==58,63",,", and",,"Add,Grammar","Add,Clarity","Add,Clarity","Add,Clarity",ss,ss,30-ARR_v2_51@2,,3114
656,30-ARR,"30-ARR_v2_5@3==216,238",,"Lu and MacNamee, 2020;",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,30-ARR_v2_5@3,,3118
657,30-ARR,"30-ARR_v2_12@4==198,220",,";Kenny and Keane, 2021",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,30-ARR_v2_12@4,,3127
658,30-ARR,"30-ARR_v2_14@2==129,165",,"(Li et al., 2020;Yang et al., 2020b)",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,30-ARR_v2_14@2,,3132
659,30-ARR,,"30-ARR_v1_37@0==36,116",,"acts like a sensible inductive bias (Wu et al., 2021b;Warstadt and Bowman, 2020)","Delete,Claim","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,30-ARR_v1_37@0,3110
660,30-ARR,"30-ARR_v2_52@0==47,51","30-ARR_v1_57@0==47,51",i.e.,"i,e,","Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_52@0,30-ARR_v1_57@0,3115
661,30-ARR,"30-ARR_v2_52@0==52,67","30-ARR_v1_57@0==52,71",normal training,the normal training,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_52@0,30-ARR_v1_57@0,3115
662,30-ARR,"30-ARR_v2_52@4==110,122","30-ARR_v1_57@4==110,114",Yelp dataset,Yelp,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_52@4,30-ARR_v1_57@4,3116
663,30-ARR,"30-ARR_v2_52@4==279,297","30-ARR_v1_57@4==271,290",these two datasets,these two test sets,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_52@4,30-ARR_v1_57@4,3116
664,30-ARR,"30-ARR_v2_4@0==145,154","30-ARR_v1_4@0==145,150",can cause,cause,"Modify,Fact/Evidence","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_4@0,30-ARR_v1_4@0,3099
665,30-ARR,"30-ARR_v2_52@6==16,31","30-ARR_v1_57@6==16,34",the duplication,the multiplication,"Modify,Claim","Modify,Claim","Modify,Claim","Modify,Claim",ss,ss,30-ARR_v2_52@6,30-ARR_v1_57@6,3117
666,30-ARR,"30-ARR_v2_53@0==48,76","30-ARR_v1_58@0==48,67",the baseline Static approach,the baseline Static,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_53@0,30-ARR_v1_58@0,3119
667,30-ARR,"30-ARR_v2_53@1==134,151","30-ARR_v1_58@1==134,147",the original data,original data,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_53@1,30-ARR_v1_58@1,3120
668,30-ARR,"30-ARR_v2_53@2==41,60","30-ARR_v1_58@2==41,57",the Static+n method,Static+n methods,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_53@2,30-ARR_v1_58@2,3121
669,30-ARR,"30-ARR_v2_61@3==117,139","30-ARR_v1_65@3==117,127",but no improvement for,except for,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_61@3,30-ARR_v1_65@3,3123
670,30-ARR,"30-ARR_v2_63@2==83,105","30-ARR_v1_68@2==83,107",13.9% average increase,13.9% average increasing,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_63@2,30-ARR_v1_68@2,3125
671,30-ARR,"30-ARR_v2_22@4==80,106","30-ARR_v1_25@4==80,102",quality of the annotations,quality of annotations,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_22@4,30-ARR_v1_25@4,3100
672,30-ARR,"30-ARR_v2_21@2==43,72","30-ARR_v1_24@2==43,58",were considered as rationales,were considered,"Modify,Clarity","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,30-ARR_v2_21@2,30-ARR_v1_24@2,3097
673,30-ARR,"30-ARR_v2_12@6==112,150","30-ARR_v1_13@6==112,149","maximum generalisation power, both for",maximum generalisation power both for,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_12@6,30-ARR_v1_13@6,3128
674,30-ARR,"30-ARR_v2_2@2==130,217","30-ARR_v1_2@2==129,219",compared to many state-of-the-art benchmarks-especially for few-shot learning scenarios,", especially for few-shot learning scenarios, compared to many state-of-the-art benchmarks","Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_2@2,30-ARR_v1_2@2,3129
675,30-ARR,"30-ARR_v2_14@1==133,179","30-ARR_v1_17@12==133,184",model-agnostic post-hoc explanation algorithms,some model-agnostic post-hoc explanation algorithms,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_14@1,30-ARR_v1_17@12,3131
676,30-ARR,"30-ARR_v2_14@2==188,204","30-ARR_v1_17@13==150,170",model robustness,the model robustness,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_14@2,30-ARR_v1_17@13,3132
677,30-ARR,"30-ARR_v2_23@3==66,76","30-ARR_v1_26@3==66,80",manual CAD,the manual CAD,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_23@3,30-ARR_v1_26@3,3102
678,30-ARR,"30-ARR_v2_23@3==106,147","30-ARR_v1_26@3==110,153","the entire training set of 1,707 examples","the entire training set with 1,707 examples","Modify,Grammar","Modify,Clarity","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_23@3,30-ARR_v1_26@3,3102
679,30-ARR,"30-ARR_v2_4@1==22,38","30-ARR_v1_4@1==22,41",the bold phrases,the phrases in bold,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_4@1,30-ARR_v1_4@1,3103
680,30-ARR,"30-ARR_v2_4@1==101,132","30-ARR_v1_4@1==104,125",a negative sentiment prediction,a negative prediction,"Modify,Clarity","Modify,Fact/Evidence","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_4@1,30-ARR_v1_4@1,3103
681,30-ARR,"30-ARR_v2_2@0==19,36","30-ARR_v1_2@0==19,35",rationale-centric,rational-centric,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_2@0,30-ARR_v1_2@0,3106
682,30-ARR,"30-ARR_v2_4@3==15,70","30-ARR_v1_4@3==15,66","phrase-""acting and plot""has been incorrectly recognised","phrase-""acting and plot""-are incorrectly recognised","Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_4@3,30-ARR_v1_4@3,3107
683,30-ARR,"30-ARR_v2_4@3==74,87","30-ARR_v1_4@3==70,82",a causal term,causal terms,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_4@3,30-ARR_v1_4@3,3107
684,30-ARR,"30-ARR_v2_4@3==88,123","30-ARR_v1_4@3==83,95",by the model used fort this example,by the model,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_4@3,30-ARR_v1_4@3,3107
685,30-ARR,"30-ARR_v2_4@3==129,140","30-ARR_v1_4@3==101,113",is referred,are referred,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_4@3,30-ARR_v1_4@3,3107
686,30-ARR,"30-ARR_v2_4@3==147,165","30-ARR_v1_4@3==120,137",a spurious pattern,spurious patterns,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_4@3,30-ARR_v1_4@3,3107
687,30-ARR,"30-ARR_v2_21@5==0,15","30-ARR_v1_24@5==0,10",We also limited,We limited,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_21@5,30-ARR_v1_24@5,3098
688,30-ARR,"30-ARR_v2_5@0==0,17","30-ARR_v1_5@0==0,23",Spurious patterns,These spurious patterns,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_5@0,30-ARR_v1_5@0,3108
689,30-ARR,"30-ARR_v2_5@0==130,135","30-ARR_v1_5@0==137,140",", and",and,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_5@0,30-ARR_v1_5@0,3108
690,30-ARR,"30-ARR_v2_32@0==76,87","30-ARR_v1_35@0==76,91",can operate,can be operated,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,30-ARR_v2_32@0,30-ARR_v1_35@0,3109
691,30-ARR,"30-ARR_v2_37@0==66,102","30-ARR_v1_37@0==117,170",that makes a model less sensitive to,that restricts a model from superficially focusing on,"Modify,Clarity","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,30-ARR_v2_37@0,30-ARR_v1_37@0,3110
692,30-ARR,"30-ARR_v2_37@0==103,122","30-ARR_v1_37@0==171,182",non-rationale words,whole texts,"Modify,Claim","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,30-ARR_v2_37@0,30-ARR_v1_37@0,3110
693,30-ARR,"30-ARR_v2_51@1==72,83","30-ARR_v1_56@1==72,84",and exceeds,that exceeds,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,30-ARR_v2_51@1,30-ARR_v1_56@1,3113
694,31-ARR,,"31-ARR_v1_33@1==104,113",,obviously,"Delete,Other","Delete,Other","Delete,Clarity","Delete,Other",ss,ss,,31-ARR_v1_33@1,3244
695,31-ARR,,"31-ARR_v1_15@0==34,36",,as,"Delete,Grammar","Delete,Grammar","Delete,Clarity","Delete,Grammar",ss,ss,,31-ARR_v1_15@0,3279
696,31-ARR,,"31-ARR_v1_3@3==90,103",,substantially,"Delete,Claim","Delete,Claim","Delete,Claim","Delete,Claim",ss,ss,,31-ARR_v1_3@3,3246
697,31-ARR,"31-ARR_v2_67@0==157,311",,"• ParaDetox-1000 -1,000 samples from the crowdsourced dataset (distributed evenly across data sources, each toxic sample has multiple non-toxic variants).",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,31-ARR_v2_67@0,,3265
698,31-ARR,"31-ARR_v2_78@4==101,103",,is,,"Add,Grammar","Add,Grammar","Add,Grammar","Add,Grammar",ss,ss,31-ARR_v2_78@4,,3268
699,31-ARR,,"31-ARR_v1_42@12==32,36",,also,"Delete,Clarity","Delete,Clarity","Delete,Clarity","Delete,Clarity",ss,ss,,31-ARR_v1_42@12,3254
700,31-ARR,,"31-ARR_v1_42@12==64,73",,too often,"Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,31-ARR_v1_42@12,3254
701,31-ARR,,"31-ARR_v1_54@4==91,127",,"(f*ck, sh*t, a*s and their variants)","Delete,Fact/Evidence","Delete,Clarity","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,31-ARR_v1_54@4,3262
702,31-ARR,"31-ARR_v2_58@0==51,64","31-ARR_v1_55@0==51,64",normalization,normalisation,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_58@0,31-ARR_v1_55@0,3263
703,31-ARR,"31-ARR_v2_32@0==114,134","31-ARR_v1_33@0==114,129",ask them to indicate,ask to indicate,"Modify,Grammar","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,31-ARR_v2_32@0,31-ARR_v1_33@0,3243
704,31-ARR,"31-ARR_v2_60@0==47,53","31-ARR_v1_57@0==47,57",yields,and yields,"Modify,Grammar","Modify,Grammar","Modify,Clarity","Modify,Grammar",ss,ss,31-ARR_v2_60@0,31-ARR_v1_57@0,3264
705,31-ARR,"31-ARR_v2_72@0==29,32","31-ARR_v1_66@1==29,33",the,this,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,31-ARR_v2_72@0,31-ARR_v1_66@1,3266
706,31-ARR,"31-ARR_v2_74@5==73,91","31-ARR_v1_68@0==73,83",individual metrics,parameters,"Modify,Fact/Evidence","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,31-ARR_v2_74@5,31-ARR_v1_68@0,3267
707,31-ARR,"31-ARR_v2_78@4==64,70","31-ARR_v1_72@4==64,71",remove,removed,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_78@4,31-ARR_v1_72@4,3268
708,31-ARR,"31-ARR_v2_80@10==6,38","31-ARR_v1_75@3==6,33",the well-performing Delete model,wellperforming Delete model,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_80@10,31-ARR_v1_75@3,3269
709,31-ARR,"31-ARR_v2_82@0==3,10","31-ARR_v1_78@0==3,12",present,presented,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_82@0,31-ARR_v1_78@0,3273
710,31-ARR,"31-ARR_v2_82@4==8,13","31-ARR_v1_78@4==8,13",adopt,adapt,"Modify,Grammar","Modify,Grammar","Modify,Clarity","Modify,Grammar",ss,ss,31-ARR_v2_82@4,31-ARR_v1_78@4,3274
711,31-ARR,"31-ARR_v2_85@0==125,134","31-ARR_v1_79@0==125,135",judgments,judgements,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_85@0,31-ARR_v1_79@0,3275
712,31-ARR,"31-ARR_v2_13@3==81,88","31-ARR_v1_13@3==81,87",distill,distil,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_13@3,31-ARR_v1_13@3,3277
713,31-ARR,"31-ARR_v2_13@6==121,135","31-ARR_v1_13@6==121,130",affordable way,cheap way,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,31-ARR_v2_13@6,31-ARR_v1_13@6,3278
714,31-ARR,"31-ARR_v2_20@2==215,223","31-ARR_v1_20@2==215,223",optimize,optimise,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_20@2,31-ARR_v1_20@2,3281
715,31-ARR,"31-ARR_v2_21@1==61,76","31-ARR_v1_21@1==61,77","Li et al., 2018","Li et al., 2018b","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,31-ARR_v2_21@1,31-ARR_v1_21@1,3282
716,31-ARR,"31-ARR_v2_22@0==129,136","31-ARR_v1_22@0==129,137",labeled,labelled,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_22@0,31-ARR_v1_22@0,3283
717,31-ARR,"31-ARR_v2_3@1==37,48","31-ARR_v1_3@1==37,47",evaluations,evaluation,"Modify,Grammar","Modify,Grammar","Modify,Clarity","Modify,Grammar",ss,ss,31-ARR_v2_3@1,31-ARR_v1_3@1,3241
718,31-ARR,"31-ARR_v2_33@1==56,63","31-ARR_v1_34@1==56,63",offense,offence,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_33@1,31-ARR_v1_34@1,3245
719,31-ARR,"31-ARR_v2_36@2==38,50","31-ARR_v1_37@3==38,55",see Figure 4,shown in Figure 4,"Modify,Clarity","Modify,Clarity","Modify,Grammar","Modify,Clarity",ss,ss,31-ARR_v2_36@2,31-ARR_v1_37@3,3249
720,31-ARR,"31-ARR_v2_41@6==0,39","31-ARR_v1_42@5==0,9","Based on a manual validation, sentences",Sentences,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,31-ARR_v2_41@6,31-ARR_v1_42@5,3250
721,31-ARR,"31-ARR_v2_43@1==24,31","31-ARR_v1_42@7==24,35",answers,paraphrases,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,31-ARR_v2_43@1,31-ARR_v1_42@7,3251
722,31-ARR,"31-ARR_v2_43@3==113,122","31-ARR_v1_42@9==112,121",tokeniser,tokenizer,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_43@3,31-ARR_v1_42@9,3252
723,31-ARR,"31-ARR_v2_29@3==0,8","31-ARR_v1_29@3==0,17",Moreover,On the other hand,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,31-ARR_v2_29@3,31-ARR_v1_29@3,3242
724,31-ARR,"31-ARR_v2_45@2==42,55","31-ARR_v1_44@2==42,54","respectively,",respectively,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_45@2,31-ARR_v1_44@2,3255
725,31-ARR,"31-ARR_v2_45@4==20,28","31-ARR_v1_44@4==20,29",labeling,labelling,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_45@4,31-ARR_v1_44@4,3256
726,31-ARR,"31-ARR_v2_54@0==133,166","31-ARR_v1_51@0==133,167",Nogueira dos Santos et al. (2018),"(Nogueira dos Santos et al., 2018)","Modify,Grammar","Modify,Clarity","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_54@0,31-ARR_v1_51@0,3259
727,31-ARR,"31-ARR_v2_54@1==12,17","31-ARR_v1_51@1==12,17","7,000","6,500","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,31-ARR_v2_54@1,31-ARR_v1_51@1,3260
728,31-ARR,"31-ARR_v2_54@2==23,29","31-ARR_v1_51@2==23,29","12,610","11,939","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,31-ARR_v2_54@2,31-ARR_v1_51@2,3261
729,31-ARR,"31-ARR_v2_54@2==90,96","31-ARR_v1_51@2==90,96","20,437","19,766","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,31-ARR_v2_54@2,31-ARR_v1_51@2,3261
730,31-ARR,"31-ARR_v2_57@4==41,53","31-ARR_v1_54@4==41,53",consisted of,consisted in,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,31-ARR_v2_57@4,31-ARR_v1_54@4,3262
731,31-ARR,"31-ARR_v2_57@4==114,127","31-ARR_v1_54@4==151,169",neutral words,more neutral words,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,31-ARR_v2_57@4,31-ARR_v1_54@4,3262
732,32-ARR,,"32-ARR_v1_6@0==73,92",,"Zhang et al., 2021)","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,32-ARR_v1_6@0,3354
733,32-ARR,"32-ARR_v2_18@3==88,109",,(LM 1 in Algorithm 1),,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Clarity","Add,Fact/Evidence",ss,ss,32-ARR_v2_18@3,,3361
734,32-ARR,,"32-ARR_v1_7@8==213,233",,,"Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,32-ARR_v1_7@8,3357
735,32-ARR,,"32-ARR_v1_9@2==101,121",,,"Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,32-ARR_v1_9@2,3358
736,32-ARR,,"32-ARR_v1_13@0==174,193",,"(Wang et al., 2020)","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,32-ARR_v1_13@0,3360
737,32-ARR,,"32-ARR_v1_4@2==76,96",,"(Zhang et al., 2021)","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,32-ARR_v1_4@2,3353
738,32-ARR,"32-ARR_v2_0@0==28,36","32-ARR_v1_0@0==28,36",Few-Shot,Few-shot,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,32-ARR_v2_0@0,32-ARR_v1_0@0,3355
739,32-ARR,"32-ARR_v2_8@0==184,203","32-ARR_v1_7@0==184,204","Karimi et al., 2021","Karimi et al., 2021a","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,32-ARR_v2_8@0,32-ARR_v1_7@0,3356
740,32-ARR,"32-ARR_v2_42@2==78,111","32-ARR_v1_25@2==78,118",Nvidia RTX-6000 and RTX-A6000 GPU,Nvidia RTX-A6000 GPU with 48GB of memory,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,32-ARR_v2_42@2,32-ARR_v1_25@2,3352
741,32-ARR,"32-ARR_v2_10@8==0,16","32-ARR_v1_9@8==0,8","In NLP, few-shot",Few-shot,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,32-ARR_v2_10@8,32-ARR_v1_9@8,3359
742,32-ARR,"32-ARR_v2_10@8==424,443","32-ARR_v1_9@8==416,436","Karimi et al., 2021","Karimi et al., 2021b","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,32-ARR_v2_10@8,32-ARR_v1_9@8,3359
743,334-ARR,,"334-ARR_v1_6@1==69,81",,of the cases,"Delete,Clarity","Delete,Claim","Delete,Clarity","Delete,Clarity",ss,ss,,334-ARR_v1_6@1,3492
744,334-ARR,,"334-ARR_v1_14@3==136,141",,", etc","Delete,Clarity","Delete,Claim","Delete,Clarity","Delete,Clarity",ss,ss,,334-ARR_v1_14@3,3470
745,334-ARR,"334-ARR_v2_2@2==0,8",,"However,",,"Add,Clarity","Add,Clarity","Add,Clarity","Add,Clarity",ss,ss,334-ARR_v2_2@2,,3490
746,334-ARR,,"334-ARR_v1_4@4==71,90",,legal documents are,"Delete,Clarity","Delete,Claim","Delete,Clarity","Delete,Clarity",ss,ss,,334-ARR_v1_4@4,3473
747,334-ARR,"334-ARR_v2_6@7==92,106",,"as a use case,",,"Add,Fact/Evidence","Add,Claim","Add,Clarity","Add,Fact/Evidence",ss,ss,334-ARR_v2_6@7,,3499
748,334-ARR,"334-ARR_v2_5@4==11,59","334-ARR_v1_5@3==11,58","Devanagari script (Wikipedia contributors, 2021)","Devanagri (Wikipedia contributors, 2021) script","Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,334-ARR_v2_5@4,334-ARR_v1_5@3,3483
749,334-ARR,"334-ARR_v2_14@1==25,36","334-ARR_v1_13@0==25,33",downloading,scraping,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,334-ARR_v2_14@1,334-ARR_v1_13@0,3465
750,334-ARR,"334-ARR_v2_54@1==44,71","334-ARR_v1_51@1==0,29",", we observed the following",We observe a couple of things,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,334-ARR_v2_54@1,334-ARR_v1_51@1,3484
751,334-ARR,"334-ARR_v2_54@1==0,15","334-ARR_v1_51@1==30,40",After examining,looking at,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,334-ARR_v2_54@1,334-ARR_v1_51@1,3484
752,334-ARR,"334-ARR_v2_54@1==20,35","334-ARR_v1_51@1==45,58",miss-classified,misclassified,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,334-ARR_v2_54@1,334-ARR_v1_51@1,3484
753,334-ARR,"334-ARR_v2_54@6==27,35","334-ARR_v1_51@6==27,34",observed,observe,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,334-ARR_v2_54@6,334-ARR_v1_51@6,3485
