edit_index,doc_name,node_ix_src,node_ix_tgt,gold,s_index,node_type_src,node_type_tgt,sec_node_src,sec_node_tgt,sec_id_src,sec_id_tgt,sec_title_src,sec_title_tgt
1444,2-288,2-288_v2_38,2-288_v1_37,"Modify,Fact/Evidence",6596,p,p,"2-288_v2_37,title","2-288_v1_36,title",2.5,2.5,"JSim’s mathematical modeling language, MML","JSim’s Mathematical Modeling Language, MML"
1445,2-288,2-288_v2_4,2-288_v1_4,"Modify,Grammar",6600,p,p,"2-288_v2_3,title","2-288_v1_3,title",1,1,Introduction,Introduction
1446,2-288,2-288_v2_44,2-288_v1_41,"Modify,Grammar",6597,p,p,"2-288_v2_43,title","2-288_v1_40,title",2.6,2.6,Numeric solvers,Numeric solvers
1447,2-288,2-288_v2_49,2-288_v1_46,"Modify,Grammar",6598,p,p,"2-288_v2_43,title","2-288_v1_40,title",2.6,2.6,Numeric solvers,Numeric solvers
1448,2-288,2-288_v2_5,2-288_v1_5,"Modify,Claim",6602,p,p,"2-288_v2_3,title","2-288_v1_3,title",1,1,Introduction,Introduction
1449,2-288,2-288_v2_51,2-288_v1_48,"Modify,Fact/Evidence",6599,p,p,"2-288_v2_50,title","2-288_v1_47,title",2.7,2.7,Function generators,Function generators
1450,2-288,2-288_v2_59,,"Add,Fact/Evidence",6502,p,,"2-288_v2_58,title",,2.10,,LOOPS: Iterating solutions to exhibit behavior,
1451,2-288,2-288_v2_63,2-288_v1_62,"Modify,Grammar",6601,p,p,"2-288_v2_62,title","2-288_v1_61,title",2.11,2.11,Nested plots,Nested plots
1452,2-288,2-288_v2_7,,"Add,Claim",6584,p,,"2-288_v2_3,title",,1,,Introduction,
1453,2-288,2-288_v2_7,2-288_v1_7,"Modify,Claim;Modify,Clarity",6604;6614,p,p,"2-288_v2_3,title","2-288_v1_3,title",1,1,Introduction,Introduction
1454,2-288,2-288_v2_71,2-288_v1_70,"Modify,Grammar",6603,p,p,"2-288_v2_70,title","2-288_v1_69,title",2.13,2.13,Optimization,Optimization
1455,2-288,2-288_v2_79,,"Add,Fact/Evidence;Add,Fact/Evidence",6503;6504,p,,"2-288_v2_75,title",,2.14,,Parameter confidence ranges,
1456,2-288,2-288_v2_79,2-288_v1_78,"Merge+Modify,Fact/Evidence;Merge+Modify,Clarity;Modify,Clarity;Modify,Fact/Evidence",6605;6606;6607;6608,p,p,"2-288_v2_75,title","2-288_v1_74,title",2.14,2.14,Parameter confidence ranges,Parameter confidence ranges
1457,2-288,2-288_v2_81,2-288_v1_80,"Modify,Clarity",6609,p,p,"2-288_v2_80,title","2-288_v1_79,title",2.15,2.15,Network graphs,Network graphs
1458,2-288,2-288_v2_85,2-288_v1_84,"Modify,Fact/Evidence;Modify,Grammar",6610;6611,p,p,"2-288_v2_84,title","2-288_v1_83,title",3,3,Implementation,Implementation
1459,2-288,2-288_v2_86,2-288_v1_85,"Modify,Fact/Evidence;Modify,Grammar",6612;6613,p,p,"2-288_v2_84,title","2-288_v1_83,title",3,3,Implementation,Implementation
1460,2-288,2-288_v2_87,2-288_v1_86,"Modify,Grammar",6615,p,p,"2-288_v2_84,title","2-288_v1_83,title",3,3,Implementation,Implementation
1461,2-288,2-288_v2_89,,"Add,Fact/Evidence;Add,Claim;Add,Fact/Evidence",6506;6507;6508,p,,"2-288_v2_88,title",,4,,Run-time performance,
1462,2-288,2-288_v2_92,,"Add,Claim;Add,Claim;Add,Claim;Add,Claim;Add,Claim",6509;6510;6511;6512;6513,p,,"2-288_v2_88,title",,4,,Run-time performance,
1463,2-288,2-288_v2_93,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",6514;6515;6516;6517;6518;6519;6520,p,,"2-288_v2_88,title",,4,,Run-time performance,
1464,2-288,2-288_v2_97,,"Add,Fact/Evidence;Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim;Add,Claim",6522;6523;6524;6525;6526;6527,p,,"2-288_v2_96,title",,5,,Code verification,
1465,2-288,2-288_v2_98,,"Add,Claim;Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence",6528;6529;6530;6531,p,,"2-288_v2_96,title",,5,,Code verification,
1466,2-288,2-288_v2_99,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",6532;6533;6534,p,,"2-288_v2_96,title",,5,,Code verification,
1467,2-29,,2-29_v1_15,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Claim",6629;6630;6631,,p,,"2-29_v1_14,title",,3,,Discussion
1468,2-29,2-29_v2_13,2-29_v1_15,"Split+Modify,Clarity;Split+Modify,Fact/Evidence;Modify,Fact/Evidence",6646;6647;6648,p,p,"2-29_v2_12,title","2-29_v1_14,title",3,3,Discussion,Discussion
1469,2-29,2-29_v2_14,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim",6625;6626;6627;6628,p,,"2-29_v2_12,title",,3,,Discussion,
1470,2-29,2-29_v2_14,2-29_v1_15,"Modify,Clarity;Modify,Clarity;Modify,Grammar;Modify,Fact/Evidence",6649;6650;6651;6652,p,p,"2-29_v2_12,title","2-29_v1_14,title",3,3,Discussion,Discussion
1471,2-29,2-29_v2_18,2-29_v1_7,"Modify,Clarity",6635,p,p,"2-29_v2_17,title","2-29_v1_6,title",5,2.1,Consent,Consent
1472,2-29,2-29_v2_4,2-29_v1_4,"Modify,Grammar;Modify,Clarity;Modify,Fact/Evidence;Modify,Clarity",6632;6633;6634;6653,p,p,"2-29_v2_3,title","2-29_v1_3,title",1,1,Introduction,Introduction
1473,2-29,2-29_v2_6,2-29_v1_8,"Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Grammar;Split+Identical;Split+Identical;Modify,Grammar;Modify,Grammar;Modify,Clarity",6636;6637;6638;6639;6641;6642;6643;6644;6645,p,p,"2-29_v2_5,title","2-29_v1_6,title",2,2.1,Case presentation,Consent
1474,2-30,2-30_v2_13,2-30_v1_13,"Modify,Grammar",6654,p,p,"2-30_v2_12,title","2-30_v1_12,title",2,2,Objectives,Objectives
1475,2-30,2-30_v2_27,2-30_v1_27,"Modify,Grammar",6655,p,p,"2-30_v2_25,title","2-30_v1_25,title",3.2,3.2,Phenotype descriptions,Phenotype descriptions
1476,2-30,2-30_v2_3,2-30_v1_3,"Modify,Fact/Evidence",6659,p,p,"2-30_v2_1,abstract","2-30_v1_1,abstract",,,Abstract,Abstract
1477,2-30,2-30_v2_43,2-30_v1_43,"Modify,Grammar",6657,p,p,"2-30_v2_30,title","2-30_v1_30,title",3.3,3.3,Uberpheno construction,Uberpheno construction
1478,2-30,2-30_v2_6,2-30_v1_6,"Modify,Grammar",6656,p,p,"2-30_v2_5,title","2-30_v1_5,title",1,1,Introduction,Introduction
1479,2-30,2-30_v2_68,2-30_v1_68,"Modify,Grammar",6658,p,p,"2-30_v2_63,title","2-30_v1_63,title",4,4,Results and discussion,Results and discussion
1480,2-57,2-57_v2_15,2-57_v1_15,"Modify,Clarity",6662,p,p,"2-57_v2_13,title","2-57_v1_13,title",2.2,2.2,Synthetic blend of HIPVs,Synthetic blend of HIPVs
1481,2-58,2-58_v2_19,2-58_v1_19,"Modify,Clarity",6680,p,p,"2-58_v2_18,title","2-58_v1_18,title",3.1,3.1,Stimuli and procedures,Stimuli and procedures
1482,2-58,2-58_v2_38,2-58_v1_38,"Modify,Grammar",6674,p,p,"2-58_v2_36,title","2-58_v1_36,title",4.2,4.2,Results,Results
1483,2-58,2-58_v2_4,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",6663;6664;6665,p,,"2-58_v2_3,title",,1,,Introduction,
1484,2-58,2-58_v2_4,2-58_v1_4,"Modify,Fact/Evidence;Modify,Clarity",6676;6677,p,p,"2-58_v2_3,title","2-58_v1_3,title",1,1,Introduction,Introduction
1485,2-58,2-58_v2_45,,"Add,Fact/Evidence",6668,p,,"2-58_v2_44,title",,5,,Experiment 3,
1486,2-58,2-58_v2_45,2-58_v1_45,"Modify,Fact/Evidence",6675,p,p,"2-58_v2_44,title","2-58_v1_44,title",5,5,Experiment 3,Experiment 3
1487,2-58,2-58_v2_53,2-58_v1_53,"Modify,Fact/Evidence",6679,p,p,"2-58_v2_52,title","2-58_v1_52,title",6,6,Experiment 4a,Experiment 4
1488,2-58,2-58_v2_68,,"Add,Fact/Evidence;Add,Claim;Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim",6669;6670;6671;6672;6673,p,,"2-58_v2_64,title",,7,,General discussion,
1489,2-58,2-58_v2_7,,"Add,Claim;Add,Claim",6666;6667,p,,"2-58_v2_3,title",,1,,Introduction,
1490,2-9,,2-9_v1_41,"Delete,Claim",6686,,p,,"2-9_v1_40,title",,4.1,,Surviving without vasculature
1491,2-9,2-9_v2_11,2-9_v1_12,"Modify,Clarity",6697,p,p,"2-9_v2_9,title","2-9_v1_10,title",2,2,Materials and methods,Materials and methods
1492,2-9,2-9_v2_15,,"Add,Fact/Evidence",6687,p,,"2-9_v2_14,title",,2.1,,"Animals, tumor spheroids, chambers and antibodies",
1493,2-9,2-9_v2_15,2-9_v1_16,"Modify,Fact/Evidence",6698,p,p,"2-9_v2_14,title","2-9_v1_15,title",2.1,2.1,"Animals, tumor spheroids, chambers and antibodies","Animals, tumor spheroids, chambers and antibodies"
1494,2-9,2-9_v2_16,2-9_v1_17,"Modify,Grammar;Modify,Grammar;Modify,Fact/Evidence",6699;6700;6701,p,p,"2-9_v2_14,title","2-9_v1_15,title",2.1,2.1,"Animals, tumor spheroids, chambers and antibodies","Animals, tumor spheroids, chambers and antibodies"
1495,2-9,2-9_v2_18,2-9_v1_19,"Modify,Grammar",6702,p,p,"2-9_v2_17,title","2-9_v1_18,title",2.2,2.2,Tissue processing,Tissue processing
1496,2-9,2-9_v2_20,2-9_v1_21,"Modify,Grammar;Modify,Grammar;Modify,Fact/Evidence",6703;6704;6705,p,p,"2-9_v2_19,title","2-9_v1_20,title",2.3,2.3,TEM,TEM
1497,2-9,2-9_v2_22,2-9_v1_23,"Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Clarity",6706;6707;6708;6709;6710,p,p,"2-9_v2_21,title","2-9_v1_22,title",2.4,2.4,Immunocytochemistry,Immunocytochemistry
1498,2-9,2-9_v2_24,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",6688;6689;6690;6691,p,,"2-9_v2_23,title",,2.5,,Viewing,
1499,2-9,2-9_v2_24,2-9_v1_25,"Modify,Grammar;Modify,Grammar",6711;6712,p,p,"2-9_v2_23,title","2-9_v1_24,title",2.5,2.5,Viewing,Viewing
1500,2-9,2-9_v2_26,2-9_v1_27,"Modify,Grammar;Modify,Grammar;Modify,Clarity;Modify,Grammar;Modify,Clarity;Modify,Grammar",6713;6714;6715;6716;6717;6718,p,p,"2-9_v2_25,title","2-9_v1_26,title",3,3,Results,Results
1501,2-9,2-9_v2_29,2-9_v1_30,"Modify,Fact/Evidence;Modify,Fact/Evidence;Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Grammar",6719;6720;6721;6722;6723;6724;6725,p,p,"2-9_v2_25,title","2-9_v1_26,title",3,3,Results,Results
1502,2-9,2-9_v2_32,2-9_v1_33,"Modify,Grammar;Modify,Fact/Evidence",6727;6728,p,p,"2-9_v2_25,title","2-9_v1_26,title",3,3,Results,Results
1503,2-9,2-9_v2_35,2-9_v1_36,"Modify,Grammar",6729,p,p,"2-9_v2_25,title","2-9_v1_26,title",3,3,Results,Results
1504,2-9,2-9_v2_38,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",6692;6693;6694;6695;6696,p,,"2-9_v2_25,title",,3,,Results,
1505,2-9,2-9_v2_43,2-9_v1_41,"Modify,Grammar",6730,p,p,"2-9_v2_42,title","2-9_v1_40,title",4.1,4.1,Surviving without vasculature,Surviving without vasculature
1506,2-9,2-9_v2_43,2-9_v1_42,"Modify,Grammar;Modify,Clarity",6731;6732,p,p,"2-9_v2_42,title","2-9_v1_40,title",4.1,4.1,Surviving without vasculature,Surviving without vasculature
1507,2-9,2-9_v2_44,2-9_v1_43,"Modify,Grammar;Modify,Grammar",6734;6735,p,p,"2-9_v2_42,title","2-9_v1_40,title",4.1,4.1,Surviving without vasculature,Surviving without vasculature
1508,2-9,2-9_v2_45,2-9_v1_44,"Modify,Clarity;Modify,Clarity;Modify,Clarity",6737;6738;6739,p,p,"2-9_v2_42,title","2-9_v1_40,title",4.1,4.1,Surviving without vasculature,Surviving without vasculature
1509,2-9,2-9_v2_47,2-9_v1_46,"Modify,Grammar;Modify,Fact/Evidence;Modify,Grammar",6740;6741;6742,p,p,"2-9_v2_46,title","2-9_v1_45,title",4.2,4.2,Vasculogenic switch,Vasculogenic switch
1510,2-9,2-9_v2_49,2-9_v1_48,"Modify,Fact/Evidence;Modify,Grammar",6744;6745,p,p,"2-9_v2_48,title","2-9_v1_47,title",4.3,4.3,Capsular vaso-mimicry as cellular mechanism of metastasis,Capsular vaso-mimicry as a cellular mechanism of metastasis
1511,2-9,2-9_v2_5,2-9_v1_5,"Modify,Grammar;Modify,Grammar;Modify,Clarity",6736;6746;6749,p,p,"2-9_v2_4,title","2-9_v1_4,title",1,1,Introduction,Introduction
1512,2-9,2-9_v2_50,2-9_v1_49,"Modify,Grammar;Modify,Fact/Evidence",6747;6748,p,p,"2-9_v2_48,title","2-9_v1_47,title",4.3,4.3,Capsular vaso-mimicry as cellular mechanism of metastasis,Capsular vaso-mimicry as a cellular mechanism of metastasis
1513,2-9,2-9_v2_51,2-9_v1_49,"Modify,Grammar",6750,p,p,"2-9_v2_48,title","2-9_v1_47,title",4.3,4.3,Capsular vaso-mimicry as cellular mechanism of metastasis,Capsular vaso-mimicry as a cellular mechanism of metastasis
1514,2-9,2-9_v2_52,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim;Add,Claim;Add,Fact/Evidence",6681;6682;6683;6684;6685,p,,"2-9_v2_48,title",,4.3,,Capsular vaso-mimicry as cellular mechanism of metastasis,
1515,2-9,2-9_v2_52,2-9_v1_42,"Modify,Clarity",6733,p,p,"2-9_v2_48,title","2-9_v1_40,title",4.3,4.1,Capsular vaso-mimicry as cellular mechanism of metastasis,Surviving without vasculature
1516,2-9,2-9_v2_54,2-9_v1_51,"Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Claim",6751;6753;6754;6755,p,p,"2-9_v2_53,title","2-9_v1_50,title",4.4,4.4,Vasculogenic mimicry,Vasculogenic mimicry
1517,2-9,2-9_v2_56,2-9_v1_55,"Modify,Clarity;Modify,Grammar;Modify,Grammar;Modify,Grammar",6758;6759;6760;6761,p,p,"2-9_v2_55,title","2-9_v1_54,title",4.5,4.6,Leakiness of tumor vessels,Leakiness of tumor vessels
1518,2-9,2-9_v2_58,2-9_v1_53,"Modify,Grammar;Modify,Grammar",6756;6757,p,p,"2-9_v2_57,title","2-9_v1_52,title",4.6,4.5,Spectral in vivo oxygenation,Spectral in vivo oxygenation
1519,2-9,2-9_v2_6,2-9_v1_6,"Modify,Grammar;Modify,Fact/Evidence;Modify,Clarity;Modify,Clarity;Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Grammar",6752;6771;6772;6773;6774;6775;6776;6777,p,p,"2-9_v2_4,title","2-9_v1_4,title",1,1,Introduction,Introduction
1520,2-9,2-9_v2_60,2-9_v1_57,"Modify,Clarity;Modify,Claim;Modify,Grammar;Modify,Clarity",6762;6763;6764;6765,p,p,"2-9_v2_59,title","2-9_v1_56,title",5,5,Conclusions,Conclusions
1521,2-9,2-9_v2_61,2-9_v1_58,"Modify,Grammar;Modify,Clarity",6766;6767,p,p,"2-9_v2_59,title","2-9_v1_56,title",5,5,Conclusions,Conclusions
1522,2-9,2-9_v2_62,2-9_v1_59,"Modify,Clarity;Modify,Fact/Evidence;Modify,Grammar",6768;6769;6770,p,p,"2-9_v2_59,title","2-9_v1_56,title",5,5,Conclusions,Conclusions
1523,2-9,2-9_v2_7,2-9_v1_7,"Modify,Clarity;Modify,Grammar;Modify,Clarity",6778;6779;6780,p,p,"2-9_v2_4,title","2-9_v1_4,title",1,1,Introduction,Introduction
1524,2-9,2-9_v2_8,2-9_v1_8,"Modify,Grammar;Modify,Grammar",6781;6782,p,p,"2-9_v2_4,title","2-9_v1_4,title",1,1,Introduction,Introduction
1525,2-9,2-9_v2_8,2-9_v1_9,"Modify,Clarity",6783,p,p,"2-9_v2_4,title","2-9_v1_4,title",1,1,Introduction,Introduction
1526,200-ARR,,200-ARR_v1_76,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Claim",2141;2142;2143;2144,,p,,"200-ARR_v1_71,title",,6,,Conclusions
1527,200-ARR,,200-ARR_v1_77,"Delete,Claim;Delete,Claim;Delete,Fact/Evidence;Delete,Fact/Evidence",2145;2146;2147;2148,,p,,"200-ARR_v1_71,title",,6,,Conclusions
1528,200-ARR,,200-ARR_v1_78,"Delete,Fact/Evidence;Delete,Claim;Delete,Fact/Evidence",2149;2150;2151,,p,,"200-ARR_v1_71,title",,6,,Conclusions
1529,200-ARR,,200-ARR_v1_81,"Delete,Fact/Evidence",2152,,p,,"200-ARR_v1_71,title",,6,,Conclusions
1530,200-ARR,200-ARR_v2_11,200-ARR_v1_11,"Modify,Grammar",2214,p,p,"200-ARR_v2_3,title","200-ARR_v1_3,title",1,1,Introduction,Introduction
1531,200-ARR,200-ARR_v2_12,200-ARR_v1_12,"Modify,Fact/Evidence",2215,p,p,"200-ARR_v2_3,title","200-ARR_v1_3,title",1,1,Introduction,Introduction
1532,200-ARR,200-ARR_v2_14,200-ARR_v1_14,"Modify,Grammar;Modify,Clarity;Modify,Fact/Evidence;Modify,Clarity",2216;2217;2218;2219,p,p,"200-ARR_v2_13,title","200-ARR_v1_13,title",2,2,Related Work,Related Work
1533,200-ARR,200-ARR_v2_15,200-ARR_v1_15,"Modify,Fact/Evidence;Modify,Grammar;Modify,Fact/Evidence;Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Clarity",2220;2221;2222;2223;2224;2225;2226;2227,p,p,"200-ARR_v2_13,title","200-ARR_v1_13,title",2,2,Related Work,Related Work
1534,200-ARR,200-ARR_v2_16,200-ARR_v1_15,"Modify,Clarity;Modify,Fact/Evidence",2228;2229,p,p,"200-ARR_v2_13,title","200-ARR_v1_13,title",2,2,Related Work,Related Work
1535,200-ARR,200-ARR_v2_17,,"Add,Fact/Evidence;Add,Fact/Evidence",2153;2154,p,,"200-ARR_v2_13,title",,2,,Related Work,
1536,200-ARR,200-ARR_v2_18,200-ARR_v1_16,"Modify,Fact/Evidence;Modify,Grammar",2230;2231,p,p,"200-ARR_v2_13,title","200-ARR_v1_13,title",2,2,Related Work,Related Work
1537,200-ARR,200-ARR_v2_19,200-ARR_v1_17,"Modify,Fact/Evidence;Modify,Clarity",2167;2232,p,p,"200-ARR_v2_13,title","200-ARR_v1_13,title",2,2,Related Work,Related Work
1538,200-ARR,200-ARR_v2_2,200-ARR_v1_2,"Modify,Clarity;Modify,Grammar",2176;2213,p,p,"200-ARR_v2_1,abstract","200-ARR_v1_1,abstract",,,Abstract,Abstract
1539,200-ARR,200-ARR_v2_21,200-ARR_v1_19,"Modify,Clarity",2168,p,p,"200-ARR_v2_20,title","200-ARR_v1_18,title",3,3,Reducing the Disambiguation Bias in NMT,Reducing the Disambiguation Bias in NMT
1540,200-ARR,200-ARR_v2_22,200-ARR_v1_20,"Modify,Clarity",2169,p,p,"200-ARR_v2_20,title","200-ARR_v1_18,title",3,3,Reducing the Disambiguation Bias in NMT,Reducing the Disambiguation Bias in NMT
1541,200-ARR,200-ARR_v2_24,200-ARR_v1_22,"Modify,Clarity;Modify,Clarity",2170;2171,p,p,"200-ARR_v2_23,title","200-ARR_v1_21,title",3.1,3.1,Preliminaries,Preliminaries
1542,200-ARR,200-ARR_v2_29,200-ARR_v1_27,"Modify,Clarity;Modify,Grammar",2172;2173,p,p,"200-ARR_v2_25,title","200-ARR_v1_23,title",3.2,3.2,Building a Sense-Annotated Parallel Corpus,Building a Sense-Annotated Parallel Corpus
1543,200-ARR,200-ARR_v2_34,200-ARR_v1_30,"Modify,Clarity",2174,p,p,"200-ARR_v2_25,title","200-ARR_v1_23,title",3.2,3.2,Building a Sense-Annotated Parallel Corpus,Building a Sense-Annotated Parallel Corpus
1544,200-ARR,200-ARR_v2_38,200-ARR_v1_34,"Modify,Grammar",2175,p,p,"200-ARR_v2_37,title","200-ARR_v1_33,title",3.3,3.3,Semantic Injection,Semantic Injection
1545,200-ARR,200-ARR_v2_4,200-ARR_v1_4,"Modify,Fact/Evidence;Modify,Grammar",2177;2180,p,p,"200-ARR_v2_3,title","200-ARR_v1_3,title",1,1,Introduction,Introduction
1546,200-ARR,200-ARR_v2_41,200-ARR_v1_35,"Modify,Fact/Evidence",2178,p,p,"200-ARR_v2_37,title","200-ARR_v1_33,title",3.3,3.3,Semantic Injection,Semantic Injection
1547,200-ARR,200-ARR_v2_42,200-ARR_v1_36,"Modify,Fact/Evidence",2179,p,p,"200-ARR_v2_37,title","200-ARR_v1_33,title",3.3,3.3,Semantic Injection,Semantic Injection
1548,200-ARR,200-ARR_v2_5,200-ARR_v1_5,"Modify,Grammar",2182,p,p,"200-ARR_v2_3,title","200-ARR_v1_3,title",1,1,Introduction,Introduction
1549,200-ARR,200-ARR_v2_50,200-ARR_v1_43,"Modify,Clarity",2181,p,p,"200-ARR_v2_48,title","200-ARR_v1_41,title",4.1,4.1,Our Model,Our Model
1550,200-ARR,200-ARR_v2_53,200-ARR_v1_46,"Modify,Grammar;Modify,Clarity",2183;2184,p,p,"200-ARR_v2_51,title","200-ARR_v1_44,title",4.2,4.2,Datasets,Datasets
1551,200-ARR,200-ARR_v2_55,200-ARR_v1_48,"Modify,Grammar",2185,p,p,"200-ARR_v2_51,title","200-ARR_v1_44,title",4.2,4.2,Datasets,Datasets
1552,200-ARR,200-ARR_v2_6,200-ARR_v1_6,"Modify,Fact/Evidence",2193,p,p,"200-ARR_v2_3,title","200-ARR_v1_3,title",1,1,Introduction,Introduction
1553,200-ARR,200-ARR_v2_60,200-ARR_v1_52,"Modify,Clarity;Modify,Clarity",2186;2187,p,p,"200-ARR_v2_58,title","200-ARR_v1_50,title",4.3,4.3,Comparison Systems,Comparison Systems
1554,200-ARR,200-ARR_v2_64,200-ARR_v1_56,"Modify,Fact/Evidence",2188,p,p,"200-ARR_v2_63,title","200-ARR_v1_55,title",5.1,5.1,General Translation Quality,General Translation Quality
1555,200-ARR,200-ARR_v2_65,200-ARR_v1_57,"Modify,Clarity",2189,p,p,"200-ARR_v2_63,title","200-ARR_v1_55,title",5.1,5.1,General Translation Quality,General Translation Quality
1556,200-ARR,200-ARR_v2_67,200-ARR_v1_59,"Modify,Grammar",2190,p,p,"200-ARR_v2_66,title","200-ARR_v1_58,title",5.2,5.2,Disambiguation Bias,Disambiguation Bias
1557,200-ARR,200-ARR_v2_69,200-ARR_v1_61,"Modify,Grammar",2191,p,p,"200-ARR_v2_68,title","200-ARR_v1_60,title",5.3,5.3,WSD Performance,WSD Performance
1558,200-ARR,200-ARR_v2_69,200-ARR_v1_62,"Modify,Grammar",2192,p,p,"200-ARR_v2_68,title","200-ARR_v1_60,title",5.3,5.3,WSD Performance,WSD Performance
1559,200-ARR,200-ARR_v2_70,200-ARR_v1_64,"Modify,Grammar",2194,p,p,"200-ARR_v2_68,title","200-ARR_v1_60,title",5.3,5.3,WSD Performance,WSD Performance
1560,200-ARR,200-ARR_v2_71,200-ARR_v1_65,"Modify,Other;Modify,Grammar",2195;2196,p,p,"200-ARR_v2_68,title","200-ARR_v1_60,title",5.3,5.3,WSD Performance,WSD Performance
1561,200-ARR,200-ARR_v2_71,200-ARR_v1_66,"Modify,Grammar",2197,p,p,"200-ARR_v2_68,title","200-ARR_v1_60,title",5.3,5.3,WSD Performance,WSD Performance
1562,200-ARR,200-ARR_v2_73,200-ARR_v1_89,"Modify,Clarity",2212,p,p,"200-ARR_v2_72,title","200-ARR_v1_71,title",5.4,6,System Examples,Conclusions
1563,200-ARR,200-ARR_v2_75,200-ARR_v1_68,"Modify,Grammar",2198,p,p,"200-ARR_v2_74,title","200-ARR_v1_67,title",5.5,5.4,Ablation Study,Ablation Study
1564,200-ARR,200-ARR_v2_77,200-ARR_v1_69,"Modify,Fact/Evidence;Modify,Grammar",2199;2200,p,p,"200-ARR_v2_74,title","200-ARR_v1_67,title",5.5,5.4,Ablation Study,Ablation Study
1565,200-ARR,200-ARR_v2_80,,"Add,Fact/Evidence",2157,p,,"200-ARR_v2_79,title",,5.6,,Evaluation on DIBIMT,
1566,200-ARR,200-ARR_v2_81,,"Add,Fact/Evidence;Add,Claim;Add,Fact/Evidence",2158;2159;2160,p,,"200-ARR_v2_79,title",,5.6,,Evaluation on DIBIMT,
1567,200-ARR,200-ARR_v2_83,200-ARR_v1_72,"Modify,Clarity",2201,p,p,"200-ARR_v2_82,title","200-ARR_v1_71,title",6,6,Conclusions,Conclusions
1568,200-ARR,200-ARR_v2_84,200-ARR_v1_73,"Modify,Grammar",2202,p,p,"200-ARR_v2_82,title","200-ARR_v1_71,title",6,6,Conclusions,Conclusions
1569,200-ARR,200-ARR_v2_85,200-ARR_v1_74,"Modify,Clarity",2203,p,p,"200-ARR_v2_82,title","200-ARR_v1_71,title",6,6,Conclusions,Conclusions
1570,200-ARR,200-ARR_v2_86,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Claim",2161;2162;2163;2164,p,,"200-ARR_v2_82,title",,6,,Conclusions,
1571,200-ARR,200-ARR_v2_86,200-ARR_v1_79,"Modify,Grammar",2204,p,p,"200-ARR_v2_82,title","200-ARR_v1_71,title",6,6,Conclusions,Conclusions
1572,200-ARR,200-ARR_v2_92,200-ARR_v1_83,"Modify,Grammar;Modify,Grammar;Modify,Grammar",2205;2206;2207,p,p,"200-ARR_v2_82,title","200-ARR_v1_71,title",6,6,Conclusions,Conclusions
1573,200-ARR,200-ARR_v2_93,200-ARR_v1_84,"Modify,Grammar",2208,p,p,"200-ARR_v2_82,title","200-ARR_v1_71,title",6,6,Conclusions,Conclusions
1574,200-ARR,200-ARR_v2_94,200-ARR_v1_85,"Modify,Grammar",2209,p,p,"200-ARR_v2_82,title","200-ARR_v1_71,title",6,6,Conclusions,Conclusions
1575,200-ARR,200-ARR_v2_96,200-ARR_v1_87,"Modify,Clarity",2210,p,p,"200-ARR_v2_82,title","200-ARR_v1_71,title",6,6,Conclusions,Conclusions
1576,200-ARR,200-ARR_v2_97,200-ARR_v1_88,"Modify,Grammar",2211,p,p,"200-ARR_v2_82,title","200-ARR_v1_71,title",6,6,Conclusions,Conclusions
1577,200-ARR,200-ARR_v2_98,,"Add,Fact/Evidence;Add,Claim",2165;2166,p,,"200-ARR_v2_82,title",,6,,Conclusions,
1578,202-ARR,,202-ARR_v1_6,"Delete,Fact/Evidence;Delete,Fact/Evidence",2233;2234,,p,,"202-ARR_v1_3,title",,1,,Introduction
1579,202-ARR,,202-ARR_v1_88,"Delete,Fact/Evidence",2235,,p,,"202-ARR_v1_75,title",,6.3,,Human Evaluation on Q-P pairs
1580,202-ARR,202-ARR_v2_12,202-ARR_v1_14,"Modify,Clarity",2271,p,p,"202-ARR_v2_3,title","202-ARR_v1_3,title",1,1,Introduction,Introduction
1581,202-ARR,202-ARR_v2_19,,"Add,Fact/Evidence",2236,p,,"202-ARR_v2_18,title",,2,,Related Work,
