,before,after,label
1160,In this letter we report the first experimental observation of the cooling of a mirror by feedback control via radiation pressure .,In this letter we report the first experimental observation of the cooling of a mirror by feedback control .,Content
1161,"The companion is thus not the source of either the red or blue broad line systems ; SDSS J153636.22+044127.0 can not be explained as a chance superposition of objects , or as an ejected black hole .",The companion is thus not the source of either the red or blue broad line systems ; SDSS J153636.22+044127.0 can not be explained as a chance superposition of objects or as an ejected black hole .,Format
1162,"The companion is thus not the source of either the red or blue broad line systems ; SDSS J153636.22+044127.0 can not be explained as a chance superposition of objects , or as an ejected black hole .","The companion is thus not the source of either the red or blue broad line systems ; SDSS J153636.22+044127.0 can not be explained as a chance superposition of objects , or an ejected black hole .",Improve-grammar-Typo
1163,"The companion is thus not the source of either the red or blue broad line systems ; SDSS J153636.22+044127.0 can not be explained as a chance superposition of objects , or as an ejected black hole .","The companion is thus not the source of either the red or blue broad line systems ; SDSS J153636.22+044127.0 is highly unlikely to be a chance superposition of objects , or as an ejected black hole .",Lang-accurate-spefific
1164,This enables the output of our contexter to vary according to the target-side translation history .,This enables the output of the RNN to vary according to the target-side translation history .,Content
1165,This enables the output of our contexter to vary according to the target-side translation history .,This enables the output of our contexter to change according to the target-side translation history .,Lang-professional-Improve-style
1166,This enables the output of our contexter to vary according to the target-side translation history .,This enables the output of our contexter to vary in accordance with the target-side translation history .,Lang-professional-Improve-style
1167,"This nice feature does not hold true anymore once we have non-trivial lateral connections in one of the layers , which is the concept behind more powerful general BMs , and where we think it is one for the most promising direction to explore with the quantum-assisted training ( QuAT ) algorithms .","This feature does not hold true anymore once we have non-trivial lateral connections in one of the layers , which is the concept behind more powerful general BMs , and where we think it is one for the most promising direction to explore with the quantum-assisted training ( QuAT ) algorithms .",Lang-improve-readability-Simplify
1168,"This nice feature does not hold true anymore once we have non-trivial lateral connections in one of the layers , which is the concept behind more powerful general BMs , and where we think it is one for the most promising direction to explore with the quantum-assisted training ( QuAT ) algorithms .","This nice feature does not hold true anymore once we have non-trivial lateral connections in one of the layers , which is the concept behind more powerful general BMs .",Lang-improve-readability-Simplify
1169,"This nice feature does not hold true anymore once we have non-trivial lateral connections in one of the layers , which is the concept behind more powerful general BMs , and where we think it is one for the most promising direction to explore with the quantum-assisted training ( QuAT ) algorithms .","This nice feature does not hold true anymore once we have non-trivial lateral connections in one of the layers , which is the concept behind more powerful Boltzmann machines , and where we think it is one for the most promising direction to explore with the quantum-assisted training ( QuAT ) algorithms .",Lang-improve-readability-Simplify
1170,The redshifts for 243 galaxies have been kindly provided us by the new redshifts survey by CD96 .,The redshifts for 243 galaxies have been kindly provided to us by the new redshifts survey by CD96 .,Improve-grammar-Typo
1171,The redshifts for 243 galaxies have been kindly provided us by the new redshifts survey by CD96 .,The redshifts for 243 galaxies have been kindly provided us in electronic form by J. Colless and come by the new redshifts survey by CD96 .,Content
1172,The redshifts for 243 galaxies have been kindly provided us by the new redshifts survey by CD96 .,The redshifts for 243 galaxies have been kindly provided us from the new redshifts survey by CD96 .,Improve-grammar-Typo
1173,Hence we conclude that the wave functions we use are sufficiently realistic and can be used for the calculation of the transparency in the [MATH] reactions .,Hence we conclude that the wave functions we use are sufficiently realistic and can be used for the calculation of the transparency to estimate the integral quantity entering the denominator of ( [REF] ) in the [MATH] reactions .,Content
1174,Hence we conclude that the wave functions we use are sufficiently realistic and can be used for the calculation of the transparency in the [MATH] reactions .,Hence we conclude that the wave functions we use are sufficiently realistic in the calculation of the transparency in the [MATH] reactions .,Lang-other
1175,"Among all the Faceness-Net variants , Faceness-Net-SP-RP achieves the best performance with a high average precision of [MATH] .","Among all the Faceness-Net variants , Faceness-Net-SP-TP achieves the best performance with a high average precision of [MATH] .",Improve-grammar-Typo
