,doc_name,node_ix_src,text_src,label
367,7-1641,7-1641_v1_report40329_1@1,The article could do with some revisions in order to better flow and understand more about the survey and interviews.,Weakness
368,7-1641,7-1641_v1_report40329_2@0,The abstract doesn't state that two surveys and interviews were conducted and when - this would help bring paragraph 1 and 2 together.,Explicit edit suggestion
369,7-1641,7-1641_v1_report40329_2@1,"Also, the review of papers, was this a literature review/systematic review?",Explicit edit suggestion
370,7-1641,7-1641_v1_report40329_3@1,"I wasn't sure what ""Funders need to engage early with the researchers and related stakeholders to understand their concerns and work harder to define the more explicitly the benefits to all stakeholders."" sentence means?",Explicit edit suggestion
371,7-1641,7-1641_v1_report40329_3@2,What stakeholders?,Explicit edit suggestion
372,7-1641,7-1641_v1_report40329_4@0,Introduction - improve what situation? I think this needs teasing out more in the first paragraph.,Explicit edit suggestion
373,7-1641,7-1641_v1_report40329_4@1,"Improving what - the quality of data to be shared, data sharing policies?",Explicit edit suggestion
374,7-1641,7-1641_v1_report40329_5@0,What group of funders - who was involved? They framed this approach....Who framed?,Explicit edit suggestion
375,7-1641,7-1641_v1_report40329_6@0,"Highlighting that data collected specifically to answer a specific question in a trial for example, may not be sufficient to answer a different question, is important.",Weakness
376,7-1641,7-1641_v1_report40329_7@0,"Findings of the two surveys and workshop - Who was involved in the survey, how many people involved and what was the response rate? Were funders involved in this? (For both of the surveys)",Explicit edit suggestion
377,7-1641,7-1641_v1_report40329_8@1,"As expected the results of the review are low, so are these numbers from recent research? What is the time period of those that made access to data? Did you see a change over time, those identified are from 2015 onwards for example.",Explicit edit suggestion
378,7-1641,7-1641_v1_report40329_9@0,Who participated in the workshop? Agencies from where? I think this would be important given the focus on low to middle income countries.,Implicit edit suggestion
379,7-1641,7-1641_v1_report40330_10@0,"There are legitimate concerns about early or premature data sharing that are not discussed, especially focusing on low resource research entities and the power dynamics that leverage the early release of data to the public as an opportunity for resource intensive researchers to leverage the data not only for “public good” but for their gain with no need for attribution to or sharing of downstream resources with the low resource entities that conducted the work.",Implicit edit suggestion
380,7-1641,7-1641_v1_report40330_11@0,Releasing data in the absence of the context of much of the data can lead to significant misinterpretation of the data.,Weakness
381,7-1641,7-1641_v1_report40330_3@0,They also reported 65% of these papers gave no information on how to find or access the data (does the 65% refer to the 319 papers or the 98?).,Implicit edit suggestion
382,7-1641,7-1641_v1_report40330_4@0,"They provide several recommendations, but outside of the checklist the recommendations seem more aspirational and more about why one would want to or should share data. But as framed are not easily actionable.",Weakness
383,7-1641,7-1641_v1_report40330_9@0,The discussion needs to capture more of the following:,Weakness
384,7-222,7-222_v1_report31232_2@0,"- Phylogenetic analysis using only the ITS sequence is very superficial, and, most likely, it won´t show an accurate representation of the real evolutionary relationships between isolates.",Weakness
385,7-222,7-222_v1_report31232_2@1,- There is no mention about the morphological characteristics of isolates. Is the morphology congruent with the genotype?,Weakness
386,7-222,7-222_v1_report31232_3@0,The manuscript needs major revision to improve clarity.,Weakness
387,7-222,7-222_v1_report32603_1@0,"Introduction. Because the aim is to compare these two parks in Ecuador, it is important that the elevation ranges of each are included, as well as the distance between the two parks.",Implicit edit suggestion
388,7-222,7-222_v1_report32603_2@0,"Methods, p. 3, last line seems to be an incomplete sentence.",Explicit edit suggestion
389,7-222,7-222_v1_report32603_4@0,Results: Text for Clade E does not match the phylogram.,Weakness
390,7-222,7-222_v1_report32603_4@4,"There is either an error in identification of KP133352 ECU or the text in resutls needs to be changed, and the abstract and first line of results and conclusions also need to be changed to include X. curta .",Implicit edit suggestion
391,7-222,7-222_v1_report32603_5@0,"That also means that the unidentified species need to be renumbered in the text, table, and phylogram, with sp. 4 becoming sp. 3.",Implicit edit suggestion
392,7-222,7-222_v1_report32603_6@1,"The journal allows for photographs, and photos should be added to the manuscript.",Weakness
393,7-222,7-222_v1_report32603_6@2,"Even if photos were not taken of the fresh specimens, photos of the dried specimens can be used, and are very helpful.",Weakness
394,7-222,7-222_v1_report32603_6@3,"If photos of the asci, especially the ascus plug stained with iodine/Melzer’s reagent, and photos of the ascospores showing the germ slits, that would be very helpful also for future work.",Weakness
395,7-222,7-222_v1_report32603_6@4,"The ascospore length and width ranges, the shape and extent of the germ slit, and the shape and size of the ascus plug would be helpful additions.",Weakness
396,7-229,7-229_v1_report31795_11@0,"Comments: After doing bird survey for ten months, your results are not very impressive compared to conventional sampling methods.",Weakness
397,7-229,7-229_v1_report31795_11@1,Perhaps you need to have more sites or at least 30-40 points/lines per site.,Weakness
398,7-229,7-229_v1_report31795_13@0,Comments: The reference list is not comprehensive.,Implicit edit suggestion
399,7-229,7-229_v1_report31795_13@1,Authors should search and cite recent published bird studies in tropical peat swamp forest of SEA.,Implicit edit suggestion
400,7-229,7-229_v1_report31795_13@2,Some articles cited in the text are not about studies from tropical peat swamp forests.,Implicit edit suggestion
401,7-229,7-229_v1_report31795_1@1,"However, I have some major concerns regarding the way the study was conducted and little information is provide to explain the study areas.",Weakness
402,7-229,7-229_v1_report31795_3@0,"Comments: Provide additional information, size area of each study area? When the secondary forest was logged? Explain about the shrub swamp here.",Explicit edit suggestion
403,7-229,7-229_v1_report31795_5@0,Comments: I’m quite confused about the field survey because not much information is provided in the current text.,Weakness
404,7-229,7-229_v1_report31795_5@1,"Do you have enough number of spatial replicates to perform GLMMs. And with just data from 12 sites, you can confidently say the results really have answered the research questions.",Implicit edit suggestion
405,7-229,7-229_v1_report31795_5@3,Why you did not move the autonomous recorders to other points or sites?,Weakness
406,7-229,7-229_v1_report31795_5@7,I suggest the authors to write a caveat regarding the small sample size in the discussion.,Implicit edit suggestion
407,7-229,7-229_v1_report31795_5@9,The sound recording method should be complemented with other sampling methods next time.,Weakness
408,7-229,7-229_v1_report31795_7@0,Comments: Provide the summary statistics for each variable.,Weakness
409,7-229,7-229_v1_report31795_9@0,Comments: Did you include the different sampling month into the modelling work?,Weakness
410,7-229,7-229_v1_report32057_2@0,The introduction is fairly generic in my opinion and focuses on issues that are not the central tenet of the results that are shown.,Implicit edit suggestion
411,7-229,7-229_v1_report32057_2@3,"Rather than focus on issues that you did not measure (i.e. hunting, flooding, etc) keep the introduction more centralized on the things you did measure and it would be a clearer paper.",Implicit edit suggestion
